business_id,rating,longitude,latitude,Address
C1OLx5RjPgBM4j9q7sg12Q,4.0,-73.6870653,42.7283414,1520 6th AveTroy, NY 12180
oySZzTAPWxlU6Ii79k_fIw,4.0,-71.1036501,42.3655162,645 Massachusetts AveCentral SquareCambridge, MA 02139
FcX92qknLnfcbv61rMye7w,5.0,-117.2317657,32.8646622,8657 Villa La Jolla DrLa JollaLa Jolla, CA 92037
tGMbRL_Ol8Mq_NqbqzG_yg,2.5,-97.741726,30.293678,2801 Guadalupe StUniversity of TexasAustin, TX 78705
lx7wE8QpkwLekV7lcjWmXg,2.0,-74.6522527,40.3518948,235 Nassau StPrinceton, NJ 08540
nw891mKRO94vxH1nKcKBmw,3.5,-118.124959,34.144324,1224 E Green StSte 101APasadenaPasadena, CA 91106
tagNSg1zF2QOV1YTUHOAjA,2.5,-75.1953934,39.9583587,Powelton VillagePhiladelphia, PA 19104
oWbJCpFw8-8JlAUhT67amw,3.5,-118.2781076,34.0371276,924 W. Washington Blvd.South Los AngelesLos Angeles, CA 90015
57GCzasopXE1-t2DuQ4Lzg,4.0,-71.119710803,42.373490381,Harvard Square6 Brattle StHarvard SquareCambridge, MA 02138
cKUnz44Vp4GulP_m2eyw5A,3.5,-71.085792,42.36384,55 BroadwayKendall Square/MITCambridge, MA 02142
XZQTGUTZ9siNKLXFcdh0cQ,5.0,-122.2618405,37.8756063,2400 Ridge RdUC Campus AreaBerkeley, CA 94709
wFBvqxzfkPgzG2EmGKcguw,3.0,-88.209562,40.112708,214 W Main StUrbana, IL 61801
lWmDrnqgU6w3gFaJyn_1Uw,3.5,-88.2425954,40.1170228,119 N Walnut StChampaign, IL 61820
UbU0kQ8309gdkCH_nPTqgQ,3.5,-71.120639,42.37419,50 Church StHarvard SquareCambridge, MA 02138
VEkeimxlzsEdTnUFOtsd6w,3.0,-117.7165768,34.0956132,210 W 2nd StClaremont, CA 91711
WdgVF9ppt926xDLfDoZE0g,3.5,-122.2562116,37.8681643,2625 Durant AveTelegraph AveBerkeley, CA 94720
2ih_H-GwfPd2qVtGQuOztQ,4.0,-97.7348805,30.2835151,South MallUniversity of TexasUniversity of TexasAustin, TX 78712
OzFROhgxsBgg5JhcfiHpAA,4.0,-80.4887564,43.4497397,20 King Street EastKitchener, ON N2G 3X1
CPg2C4ye0AtMrwJJVpdRig,4.5,-122.3130794,47.664543,4752 University Way NEUniversity DistrictSeattle, WA 98105
W6CV25UWatpZuD42o-Lcww,2.5,-75.18417,39.95421,9171 Roosevelt BlvdUniversity CityPhiladelphia, PA 19195
1wwpuc61lfJ_CZ7RQ-vM9A,5.0,-118.131843,34.144289,80 South Lake Ave Suite 500PasadenaPasadena, CA 91101
JndzI63laFLapKi9Tus5cg,2.5,-76.992093,38.992752,949 University BlvdTakoma Park, MD 20903
sUtBufRZHcueEN0binexZQ,5.0,-122.161179,37.440111,795 El Camino RealEast Palo Alto, CA 94303
K6eK4nCFDx1p5akiRPwfew,3.5,-79.948715,40.4539635,4740 Baum BlvdBloomfieldPittsburgh, PA 15213
-iPKb_EYHk8Ce9qwgXIvBg,5.0,-118.2887612,34.0184451,South Los AngelesSouthern California, CA 90089
cY4UwbubFYw6Td_4cFul7Q,4.0,-71.1154048,42.3718661,1210 Massachusetts AveHarvard SquareCambridge, MA 02138
YG1FDQ16wAsedUtHHol4mg,4.5,-73.9624327,40.8138912,HarlemNew York, NY 10027
RekZ43m9sHhJkMjd0pLzyA,4.0,-83.733276,42.277416,Maple and Jackson AvenuesAnn Arbor, MI 48103
gxUUb_bPNZL4zRjuePRp6w,4.5,-86.8931051,40.4225337,524 N 4th StLafayette, IN 47901
Az0BBEY-k1qWvnpl1RcFRA,3.0,-73.9591074,40.8095165,1224 Amsterdam AveMorningside HeightsNew York, NY 10027
_rKz-rQPzUAIZWlUHCKgow,2.5,-79.9572821,40.4412286,3708 Forbes AveOaklandPittsburgh, PA 15213
7pgmsGEqV7yawGM4b4fRrw,3.5,-79.9306884,40.4563396,5801 Ellsworth AveShadysidePittsburgh, PA 15232
r4panjUBSyDOEtDsSWyf9Q,4.5,-80.4081136,37.1855868,3703 S Main StBlacksburg, VA 24060
DfdJWrTCtsJ_678aWSruLQ,3.0,-117.7178772,34.0931495,150 Olive StClaremont, CA 91711
kWLGtwA7lMj6pY2XCn3pxA,3.5,-117.2268717,32.8709781,8910 University Ctr LnSte 648University CitySan Diego, CA 92122
prg-VuBmLu82ixjahIhQzg,1.0,-75.192289,39.954545,3441 Chestnut StUniversity CityPhiladelphia, PA 19104
D-sTUrHpEK8T-IV3nioNsQ,4.0,-83.7421689,42.2794167,535 E Liberty StDowntown Ann ArborAnn Arbor, MI 48104
YiUSTVnIzWynwh4o3pDKxw,3.5,-117.705992,34.120887,550 E Baseline RdClaremont, CA 91711
K5Qa7Ypoh2DP4NDYtvk1OA,2.5,-97.742158,30.285277,2200 Guadalupe StSte 2The DragAustin, TX 78705
MC38GsVQQPeuMHKW8o0RKw,4.0,-122.161038,37.438364,Town And Country Village855 El Camino Real, Ste 64Palo Alto, CA 94301
qhz_ypl5rVzP-sJ-7t6ctw,4.0,-71.1035370827,42.3657738363,20 Prospect StCentral SquareCentral SquareCambridge, MA 02139
5IfCk1FI6SXZcI_bsNcTjg,4.0,-88.239519,40.1154409,63 E Chester StChampaign, IL 61820
26GVusr-8mreOg9Qe61rSA,3.5,-84.383905,33.780592,933 Peachtree St NEMidtownAtlanta, GA 30309
VtLD3XfTT7T9T70UD3mfKw,5.0,-117.227831,32.868957,3636 Nobel DrSte 100University CitySan Diego, CA 92122
9oyiJJ1OVp-4ylgz7Zq0ZQ,2.0,-88.205534,40.108999,207 E Illinois StUrbana, IL 61801
OW_Jqfs5IxPpt9QiSwk4hQ,3.5,-74.6802520752,40.2978576335,2495 Brunswick Pike Rt 1 SLawrenceville, NJ 08648
jW3WsLh_bpqQuTcciZ_o-g,4.0,-84.3857871,33.7845528,84 12th St NEMidtownAtlanta, GA 30309
WbghvrJETTvt9p7nPcfjAQ,3.5,-118.131964,34.137367,492 S Lake AvePasadenaPasadena, CA 91101
B9a2b9UunbCmo0mkDf4jBA,2.0,-76.9377949,38.9810404,7405 Baltimore AveCollege Park, MD 20740
NKcuwZYFOhuqCBEPwW09xA,4.0,-117.6897131,34.09374,8760 Central AveMontclair, CA 91763
7V61AMy3wGV11o6Ezh8J1Q,4.5,-73.674421,42.7395179,2412 15th StTroy, NY 12180
MYCjEfdI2_RKIhl08HXz-g,2.5,-84.3992465,33.7815825,990 State St NWGeorgia TechAtlanta, GA 30318
QW4OvLgLezF0KQbsjhCbgw,5.0,-71.085914,42.3511669,345 Marlborough StBack BayBoston, MA 02115
eC0iLr5RxpZPmJ6NGSqijA,4.0,-79.9297,40.4569371,5847 Ellsworth AveShadysidePittsburgh, PA 15232
zyB0HiF07Z2g9RG3R7xGZA,3.5,-122.3139198,47.6619722,4522 Brooklyn Avenue N.E.University DistrictSeattle, WA 98105
7xWTS4kKVUDoFPVD4T-AOg,2.5,-118.125751,34.145555,1188 E Colorado BlvdPasadenaPasadena, CA 91106
wIbgAPaDYwkpk5pWAQIghg,4.0,-118.4453338,34.0717015,2131 John Wooden CtrWestwoodLos Angeles, CA 90095
5lZ6vYXgDWjYC2DfUfiLuw,3.5,-72.5326174,42.3903083,University of Massachusetts Campus Center1 Campus Center WayAmherst, MA 01003
ujxkhbgg5DfD-XGvrFdHyw,5.0,-95.4001828,29.710873,6560 Fannin StSte 1200Medical CenterHouston, TX 77030
xKsPbRN5iMqmBx6GpkHjpg,3.5,-76.978062,38.984558,7811 Riggs RdHyattsville, MD 20783
JOXYivfefhkhxdMkA_NKRg,5.0,-118.1210458,34.1368736,PasadenaPasadena, CA 91106
-8roF8xhzalLh7IR4lGrjg,4.5,-74.6528324,40.3321352,483 Alexander StPrinceton, NJ 08540
_Hx2V7zV61YXfJwyLTWL9Q,2.0,-79.92311,40.436984,1800 Murray AveSquirrel HillPittsburgh, PA 15217
q_GB5mjLKXHK0n3hJnwiGg,3.0,-95.416287,29.717728,2428 Rice BlvdWest UniversityHouston, TX 77005
r4HiEEbty-XaRlqa3t_OSQ,3.0,-122.1716039,37.4414863,Stanford Shopping CenterSte 313APalo Alto, CA 94304
AY4Bqhzv5I2aeSKWeWvz-A,4.5,-117.241824,32.871604,2910 La Jolla Village DrLa Jolla, CA 92093
RQ4gpJN2VDQTTo8O2UoFpA,4.0,-120.6649379,35.2795563,1010 Broad StSan Luis Obispo, CA 93401
C76xo7j-DTjI2J53xGmNCw,5.0,-118.1289744,34.1445886,1031 E Green StPasadenaPasadena, CA 91106
xUM5U3O6QrxsDRegTSbc3Q,5.0,-122.1666504,37.429764,KZSU - Stanford Radio Station540 Memorial WayStanford, CA 94305
cbMKC6U_haCBhtoj_EFhmQ,3.0,-118.4449004,34.069516,D202 Westwood PlzWestwoodLos Angeles, CA 90095
rLJp8JAWaE4Jx04hdJzEhQ,4.5,-97.737245,30.293042,1206 W 38th StSte 1107University of TexasAustin, TX 78705
Fp8FUjuMRCPVNYPfyeVq0w,4.0,-73.7199391,42.6962208,381 BroadwayMenands, NY 12204
L2u8JaShvZZtrYLCdMsPkw,2.0,-71.1219632,42.3728174,110 Mt Auburn StHarvard SquareCambridge, MA 02138
BxmSFfCPQN_bg24l44a56Q,4.5,-71.411395,41.823585,60 Dorrance StDownCityProvidence, RI 02903
RqZtJYXvrtAD3PfPG88L_w,2.5,-71.1032591,42.3647559,Central SquareCambridge, MA 02139
8RTEtN5ZGv0AMhrpnI1NoQ,4.0,-76.509368,42.439175,605 W State StIthaca, NY 14850
OIiD_vImSqNSNlVANkEX-g,3.5,-118.2916465,34.0327688,1403 W Adams BlvdSouth Los AngelesLos Angeles, CA 90006
cWRCTl4CDyuafTpTq-ecOA,3.5,-76.937609,38.979909,7313 Baltimore AveCollege Park, MD 20740
X5wfvGY7sizqKFsaXV3XhA,4.0,-118.1353859,34.1444391,730 E Green StPasadenaPasadena, CA 91101
9eQ6a3iKhJHiNJmHU9Vv1Q,4.0,-75.1953751,39.9544457,3600 Chestnut StUniversity CityPhiladelphia, PA 19104
S9BfGIOcDhCop34HNwd0pg,3.5,-95.413951,29.725794,2324 Bissonnet StWest UniversityHouston, TX 77005
vfHJzF0ShYtwmotXE-0PiA,4.5,-118.2825945,34.0143984,3844 S Figueroa StSouth Los AngelesLos Angeles, CA 90037
y85HpSC67ho4FqoVkl-3dg,3.0,-117.2313004,32.8646385,8657 Villa La Jolla Dr.La JollaLa Jolla, CA 92037
8TnEzVYiQrBH7FDKya3RZQ,4.5,-88.212056,40.110929,404 W Green StUrbana, IL 61801
k1bqQ1WRTi8h00vr2VvfYg,4.0,-74.6652393,40.3491646,20 Bayard LnPrinceton, NJ 08540
bj-SkF5UP-hZyhxXqwSs3g,4.0,-79.0280732,35.9265084,201 S Estes DrChapel Hill, NC 27514
ohOR82PkFEDJDeA5WwqmwQ,4.5,-71.1184538,42.3732727,1352A Massachusetts AveHarvard SquareCambridge, MA 02138
fz_qCpZo6WbystRINrtB3A,3.5,-72.5881942,42.3423145,142 Russell StHadley, MA 01035
wO3UCDQg_a2QWM1e-VeOYA,3.0,-84.3843393,33.7779715,855 Peachtree StMidtownAtlanta, GA 30308
dE5hAhkmwTIDyc5DFucDWA,4.5,-117.7257722,34.1071084,689 W Foothill BlvdSte BClaremont, CA 91711
8ZciVeUKuQjW5UGGbCbz2g,5.0,-118.4440562,34.070264,UCLAWestwoodLos Angeles, CA 90095
8GI7lg63tOXDz6diqnqHuA,4.5,-76.9308913,39.0008993,9039 Baltimore AveCollege Park, MD 20740
TF4-6Oawm-qKGOhpFhhMfg,4.0,-74.6769622,40.3042192,620 Nassau Park BlvdPrinceton, NJ 08540
-5NXoZeGBdx3Bdk70tuyCw,4.5,-88.205811,40.1167919,202 E University AveSte CUrbana, IL 61801
iSP2RoMz4gTHB3UMGY6TEQ,3.0,-76.9640707,38.9559455,3025 Hamilton StreetHyattsville, MD 20782
Dn-6ZmMqHW_ATU1I-nrNjw,4.0,-71.4086192,41.823791,2 Pine StDownCityProvidence, RI 02903
tMt45ZL6QAsB9Z3V1QGgPw,2.5,-118.2785163,34.0069532,4213 S BroadwaySouth Los AngelesLos Angeles, CA 90037
9RJqRzGqBmuTLZl7tI_gDg,3.0,-120.6598073,35.279979,1231 Osos StSan Luis Obispo, CA 93401
eIDmHjFesf_mvhsc2Tm3gA,4.5,-74.660167,40.351791,Princeton, NJ 08542
eEww2vdQts92PRyEfHwsgA,5.0,-117.719651,34.098008,411 N Indian Hill BlvdClaremont, CA 91711
line7W5JmGokQgqXkAyu2g,1.0,-95.4186511,29.720534,5712 Kirby DriveWest UniversityHouston, TX 77005
DG4CznrJTyjhDHbYDs-45A,3.5,-72.5778732,42.3445618,206 Russel StHadley, MA 01035
NFAx6bRJ_80xIYqYSUC6Fg,5.0,-79.0558445,35.9131996,250 E Franklin StCB 3480Chapel Hill, NC 27599
BtpO21oEn-Yer3kYjGlHHw,3.5,-73.6423366,42.7452942,740 Hosick StreetTroy, NY 12180
mU17Eeit-6smjUsKBVUpFw,3.0,-122.2582955,37.8677974,2518b Durant AveTelegraph AveBerkeley, CA 94704
oQOGKTbV6F-nOHjcN10m0w,4.0,-117.223007,32.868799,3890 Nobel DrUniversity CitySan Diego, CA 92122
zduNL6V3dCHJHJFClVZYfA,3.5,-74.6845335,40.29495,Mercer Mall3371 US Hwy 1Lawrenceville, NJ 08648
RqNRiOxLEd3E_0Qas8NuYA,2.5,-86.8880949,40.4192102,800 Main StLafayette, IN 47901
_U2TR6BbJCctat6q2wvoCA,2.5,-120.665127,35.289033,254 Santa Rosa StSan Luis Obispo, CA 93405
9e0YfZ3LZPOvsoL8NmqGHA,4.0,-73.6909188,42.7260773,71 Division StTroy, NY 12180
eBx35HFfnlOdI8Z33tfi1g,5.0,-117.7177133,34.1068353,226 W Foothill BlvdSte IClaremont, CA 91711
E3PC72pmXgBP_GBWq-HvtA,4.0,-73.679337,42.790669,91 Broad StWaterford, NY 12188
KjFr-ZMtvlgf4l6NbPtCBQ,4.0,-73.9573194,40.8119407,1302 Amsterdam Ave.HarlemManhattan, NY 10027
b2yLnFM7tqv6b2VfQNSrlA,4.0,-71.0899979,42.3674546,1 Kendall SqKendall Square/MITCambridge, MA 02139
E7uCbGcAEBw4Kf2ZUvtIJQ,4.5,-118.4451838,34.0633122,914 Westwood BlvdSte 182WestwoodLos Angeles, CA 90024
oq6XnaGGt7mwkxDGj8iGeA,3.0,-74.6508697,40.3525503,260 Nassau StPrinceton, NJ 08542
PhQAzfj2n3gaKlUb-NxC5g,5.0,-76.503446,42.435684,212 Center StIthaca, NY 14850
cXFXHnvopahkU3QWuFwncQ,5.0,-95.4176781,29.7256288,2518 Bissonnet StWest UniversityHouston, TX 77005
kMravZr15zyFFl0jfaQsXA,4.5,-117.241642,32.89353,3366 N. Torrey Pines CourtSuite 100Sorrento ValleyLa Jolla, CA 92037
iFJnjnU7nhK9DddjDFSAgw,2.0,-80.5367967,43.4718821,160 Av University OWaterloo, ON N2L 3E9
8Nrt6eRLwiWzX0Jfd4Kgvw,5.0,-95.401052,29.705783,1100 Holcombe BlvdMedical CenterHouston, TX 77030
5vcgEM1R2qUWfR9VaNLVzA,5.0,-97.742015,30.28264,2001 GuadalupeSuite DThe DragAustin, TX 78705
XiE4R6G_M6JoGiyBkq9EgA,1.5,-71.094227,42.368584,87 Hampshire StKendall Square/MITCambridge, MA 02139
UHisI8N7mY4Ydo_VOpbonQ,4.5,-84.406466,33.785931,1145 Hemphill Ave NWGeorgia TechAtlanta, GA 30318
2qEvEmnel7fNbtmV7kL5Dw,3.5,-117.690219,34.105194,923 N Cental AveSte CUpland, CA 91786
9mxf1225T9KghuQueNvWVw,2.5,-79.9230236,40.436504,1814 Murray AveSquirrel HillPittsburgh, PA 15217
wTbYvjLBqT6I9syDZE31zg,4.0,-118.1233451,34.1459331,1308 E Colorado BlvdSte 122PasadenaPasadena, CA 91106
V5DHGTNGGdyHawRWcaDfoA,4.0,-71.391665,41.820402,77 Ives StProvidence, RI 02906
VQhlN0DJTffpUOw6j82oVw,3.0,-76.9119381,38.9980875,6002 Greenbelt RdGreenbelt, MD 20770
qGD9SK0nW5BspA50pfJneQ,3.0,-76.478652,42.469415,840 Hanshaw RdIthaca, NY 14850
Bhgwnw59g3wjkhfEX3G53Q,4.0,-71.083662,42.360546,50 Memorial DrKendall Square/MITCambridge, MA 02142
OZtXG5DUsJZrtMFWodCNnA,2.5,-73.9562594891,40.8035122894,2100 Frederick Douglass BlvdHarlemNew York, NY 10026
w1RES8TpRsRYtIqvwsoXpw,4.0,-118.2851112,34.0143804,California Science Center700 Exposition Park DrSouth Los AngelesLos Angeles, CA 90037
olj2WSyAkxjuJfdtbIDehA,3.5,-84.406846,33.775669,840 Marietta StAtlanta, GA 30318
zaXaHSbZU6--c4F2z4uazw,5.0,-73.6909645,42.7331263,Riverfront ParkTroy, NY 12180
D9s2-SEYmpkmvX6B2_Qqmg,3.0,-86.9194218,40.453376,1018 Sagamore Pkwy WWest Lafayette, IN 47906
uuv5m9O4qv_iLFcS2LDtHA,4.5,-117.2357297,32.8741609,9500 Gilman DrLa Jolla, CA 92093
fG7y_F4iKuwMLdpNtMAlDQ,3.5,-76.504112,42.439588,402 W State StIthaca, NY 14850
8qWdmjFNpUTNT0lQqOWmvg,4.5,-118.445706367,34.0656365,200 Ucla Medical PlzSte 420WestwoodLos Angeles, CA 90095
xkvKOUG-OD-AWU4PJXgPkw,1.5,-74.683274,40.302706,300 Quaker Bridge MallLawrenceville, NJ 08648
PH2DT98hRMd4rEfru_R53g,3.5,-120.6619309,35.2804477,893 Higuera StSte D4San Luis Obispo, CA 93401
Upa2yYuw4yslZCK1077-BQ,5.0,-118.131787,34.141176,901 E Del Mar BlvdPasadenaPasadena, CA 91106
0dAOxBs3Y1qnVa3pIcDH9w,4.0,-86.8518913,40.3936266,2415 Sagamore Pkwy SLafayette, IN 47905
cbddL2q8uRA38RwycB0FJg,3.5,-79.9435413,40.458576,5104 Liberty AveBloomfieldPittsburgh, PA 15224
2CuqrTYrfOTgmhscMU21-g,4.0,-97.7417438,30.2857973,2246 Guadalupe StThe DragAustin, TX 78705
v5Eiu0WaNhDXBSNsAdjmUw,3.5,-118.286222219,34.0204214531,Ronald Tutor Student Campus CenterUniversity of Southern CaliforniaSouth Los AngelesLos Angeles, CA 90089
WtcjwSn_Fx_o7KwsqOpzkA,4.0,-117.2343664,32.8795029,Library Walk and Lyman WayLa Jolla, CA 92093
yN3vRdbpp_Wwyo4-777BlQ,3.5,-95.4165073,29.7254988,2431 Bissonnet StWest UniversityHouston, TX 77005
wW07ovaE2vEEXv3cpMtGZg,5.0,-118.132535,34.14253,201 S Lake AvePasadenaPasadena, CA 91101
3m3CtZ5xtthNFq23BLYR7w,3.5,-73.965311,40.806765,2915 BroadwayMorningside HeightsNew York, NY 10025
v9OiDEFaOlT54SNcyFmA8A,1.0,-118.132219,34.1335713,720 S Lake AvePasadena, CA 91106
hlA7e9LQ4hPyohmQh4G8RA,3.5,-83.7488366,42.2796204,118 W LibertyDowntown Ann ArborAnn Arbor, MI 48104
7VWFlLtQwQIzMRm3fmaEXA,4.5,-117.7179955,34.0943947,250 W 1st StSte 230Claremont, CA 91711
bP_rGkKX65QhiFWEIOR5gQ,2.5,-76.5257007,42.435511,Triphammer Shopping CenterIthaca, NY 14850
2UoBi821tXfIK9xU3bL8HA,3.5,-95.4115512,29.7062917,2250 W Holcombe BlvdWest UniversityHouston, TX 77030
SuWiEBVh2n9JJm7NF7nn1A,2.0,-76.9540749,38.9667098,East West Hwy & Belcrest RdHyattsville, MD 20781
zxSfGIhK3hH3vVz_pS5eaA,3.0,-79.948855,40.4448599,412 S Craig StOaklandPittsburgh, PA 15213
11hpTumGt2tEsCCPLxIYKA,4.5,-75.180087,39.951004,2400 Walnut StRittenhouse SquarePhiladelphia, PA 19103
5z_9_D5a-tgkmPUps7Utow,2.5,-79.9571243,40.4415797,3725 Forbes AveOaklandPittsburgh, PA 15213
FlY0w2U7bGPHLHV7lHWLjw,3.0,-122.161038,37.438364,855 El Camino RealUnit 43Palo Alto, CA 94301
EqcSYlW5f7qjyWCSeLKRXg,4.5,-95.3853733,29.7231212,1500 Binz StMuseum DistrictHouston, TX 77004
cJeP5DAhgmtaXtKAtlaCZQ,2.0,-118.300543,34.025796,1501 W Jefferson BlvdSouth Los AngelesLos Angeles, CA 90018
ie3nXtDTyHhJchMuYh_WXQ,2.5,-88.2316736,40.1102857,506 E Green StChampaign, IL 61820
65Kwl6HU8cWhH04MxRaIww,3.5,-79.9580588,40.4420474,3710 Fifth AveOaklandPittsburgh, PA 15213
Y07o_QEfG0PK2A2KXHoNNA,3.5,-122.3007658,47.6632973,2602 NE University Village StUniversity DistrictSeattle, WA 98105
qYFIIdC7Wx8oN7xRqU82cw,3.5,-86.9355718,40.4644054,1534 Win Hentschel BlvdWest Lafayette, IN 47906
QDFIkdXpqYTrglWkq8Buyg,4.5,-117.7050439,34.1216075,594 E Baseline RdClaremont, CA 91711
J6XviwrN7OLkD8hdRI2P4w,2.5,-122.3143203,47.66325,4701 Brooklyn Ave NEUniversity DistrictSeattle, WA 98105
tcrUKQgNgV8d3K93HL_hiw,3.0,-118.2755043,34.0286519,2512 S Figueroa StSouth Los AngelesLos Angeles, CA 90007
yhEbFukQPFn2Op5E0cZ-og,4.5,-73.6903867,42.7323833,291 River StTroy, NY 12180
5HuYkhO6aQs1yzayTnMLNQ,4.5,-97.744935,30.282848,1901 Rio GrandeWest CampusAustin, TX 78705
UU3lOnRlN1IGEyoE1RxLyg,2.5,-74.66952,40.36746,3509 US Hwy 1Princeton, NJ 08540
FTCEtMRJmP8mZdABAh_jaQ,1.0,-76.988446,38.9894615,Hampshire-Langley Shopping Center1161 University BlvdTakoma Park, MD 20912
nzbY3o-0PBFaoNQDf_6c5A,3.5,-118.131828,34.142375,200 S Lake AvePasadenaPasadena, CA 91101
9gae-ckb14xVbKmScG49qw,5.0,-76.495001,42.44746,410 Linn StIthaca, NY 14850
gMANamc4HDyjMfXnP4kjDg,1.5,-95.413691,29.730076,2215 Southwest FwyWest UniversityHouston, TX 77098
hKQsbxqTWumRK8OPk3uoEQ,3.0,-71.1207717,42.3722064,57 JFK StHarvard SquareCambridge, MA 02138
MvnG-EQlepR7Sp3YvJyZTg,5.0,-118.4338345,34.0664373,WestwoodLos Angeles, CA 90024
1laf1xiqfkbN2G2cq0r0EA,2.5,-88.207147,40.11054,300 S Broadway AveUrbana, IL 61801
7g_NIlE2AeyxS46DgQNeAA,3.0,-122.3131062,47.6625991,4545 University Way NEUniversity DistrictSeattle, WA 98105
by-1gi7evrPKSUmeaN1sXw,4.0,-73.9652171,40.8014275,964 Amsterdam AveManhattan ValleyNew York, NY 10025
nxnZ0TSakHgfdualxbjZ_Q,5.0,-86.8994647,40.4110588,801 S 1st StLafayette, IN 47905
w-7-p2io_jgaWauMoVhXLQ,4.0,-86.891667,40.4173217,515 South StLafayette, IN 47901
I_7cQmHxx6LokP9yr7Fx-w,4.0,-80.428698,37.163741,New River Valley Mall110 New River RdChristiansburg, VA 24068
J-ZPcFUV3FI1LA6KoMnFzA,3.0,-122.3131758,47.6590951,4228 University Way NEUniversity DistrictSeattle, WA 98105
3-gxNec5AvaOCLhuukbkDA,3.5,-118.446093,34.0636839,10921 Le Conte AveWestwoodLos Angeles, CA 90024
QzlTzHDIpUEbDZx2tjWdaw,1.0,-74.6823134,40.3020752,731 Nassau Park BlvdPrinceton, NJ 08540
zxc8LLr5rq-8N57Op_mE_w,1.5,-76.893189,38.997563,6500 Capitol DrGreenbelt, MD 20770
UgQd-xrVDX7APYbhFicskg,3.0,-118.131797,34.139313,380 S Lake AveSte 6PasadenaPasadena, CA 91101
ClyX36FCGeZYYvDs8Jwx3Q,5.0,-71.1216117,42.3723994,12 Eliot StHarvard SquareCambridge, MA 02138
3TEdx5lOu6f1rVLVJSpxgw,3.0,-122.3132568,47.6629374,4559 University Way NEUniversity DistrictSeattle, WA 98105
hDhC_DgEIKK5D961doKOXQ,2.0,-88.2236691,40.116574,1112 W University AveUrbana, IL 61801
qlwOzf3QBUl3eI6lMzj_gg,3.5,-73.9679002762,40.8013357598,From 106th Street and Broadway in ManhattanTo La Guardia Airport in QueensManhattan ValleyAstoria, NY 11102
G9ryMDML42O5sM1cqXnVjA,2.5,-86.902519,40.42299,140 Howard AveWest Lafayette, IN 47906
1TUn8LfJBfOdWes5bL_DOA,4.0,-79.9579163,40.4410167,3619 Forbes AveOaklandPittsburgh, PA 15213
Lo2L09-TflsY51oR6ndfRg,3.5,-120.6714512,35.2941039,795 E Foothill BlvdSte ASan Luis Obispo, CA 93405
hC28OvxYF2fkb9ZbdS7Vsw,3.5,-83.7478351,42.2802617,122 E Washington StDowntown Ann ArborAnn Arbor, MI 48104
Xv9aJQ8YN761Hk-LH2vvVQ,4.5,-118.29187,34.035372,2241 S Vermont AveSouth Los AngelesLos Angeles, CA 90007
_i0WnUjYKXWU8U48KR6o6A,5.0,-117.704011,34.107552,665 E Foothill BlvdUnit LClaremont, CA 91711
crqWT6VmTS-WIq53qMKqOw,3.5,-122.2588652,37.8650346,2502 Telegraph AveTelegraph AveBerkeley, CA 94704
xYIrceEYhQbQFQjdqC1lAA,5.0,-95.4162024,29.716721,2444 Times BlvdWest UniversityHouston, TX 77005
rRs8GrgN6xqIchJpZ8y5Nw,5.0,-117.7329606,34.1071361,969 W Foothill BlvdClaremont, CA 91711
Z6_gRH_m8FQlKgsNkZKmTg,3.5,-79.9485967,40.4452011,317 S Craig StOaklandPittsburgh, PA 15213
Y7otQD6GUqQQ_erv_lkijQ,5.0,-84.389899,33.784771,1100 Spring StSte 610MidtownAtlanta, GA 30309
6ciVMHY8UKh2XC3laLPz9A,3.5,-117.686884,34.103876,822 Berry CtUpland, CA 91701
fTSnCqv9XiDZkUCA1XZ7Mw,3.0,-84.3841384,33.7791391,903 Peachtree St NESte CMidtownAtlanta, GA 30309
Hbt7a0b9EgxiJqYPtFmdOw,4.5,-118.436315,34.062979,1752 1/2 Westwood BlvdWestwoodLos Angeles, CA 90024
Me8tzKp1WhKinnd44OvQ4A,3.5,-118.2919,34.035886,2215  S Vermont Ave#104South Los AngelesLos Angeles, CA 90007
CiS3oaKZpfgXwPjpw-Y1gA,4.0,-74.617705,40.3739853,4484 Rt 27Kingston, NJ 08528
SxZGPNT0Vtc7rywVrUGiGA,4.5,-80.4931722,43.4512852,217 King Street WKitchener, ON N2G 1B1
s69w4pdsTxjGEefWWBbljw,3.0,-120.6638976,35.2791591,733 Higuera StSan Luis Obispo, CA 93401
Ihw0Lp_TylUOwrnPqYbLOg,4.5,-83.743825,42.279901,201 S DivisionDowntown Ann ArborAnn Arbor, MI 48104
0X3fEGJG70enUaQweiox0g,3.5,-80.5232609,43.4678574,77 King Street NWaterloo, ON N2J 2X3
75Q-TMhx81R1yfXSGaMcTQ,5.0,-73.9563392,40.806058,417 Manhattan AveSte 2HarlemManhattan, NY 10026
-lt4Eu6KPmfiqXglu_FKtw,3.5,-71.1198919,42.3728398,30 JFK St2nd FlHarvard SquareCambridge, MA 02138
uH-PrUAsrNZNOoNRo9hIbw,3.5,-80.5133222,43.416715,1400 Ottawa St SKitchener, ON N2E 4E2
dFxV7FLwjdNRnfmX73ZN3A,3.0,-76.9035212,38.9962685,6323 Greenbelt RdBerwyn Heights, MD 20740
a3-znGameOY1scTqN8ZWXg,4.5,-72.533529,42.372032,55 University DrAmherst, MA 01002
_xyK_huyEs7U5vmY15d1Qg,4.0,-74.6568772,40.3467174,Prospect HousePrinceton UniversityPrinceton, NJ 08544
